,NL -> BE,DE -> BE,FR -> BE,UK -> BE
2020-07-12 1:00,0,1811,297,0
2020-07-12 2:00,0,1145,526,0
2020-07-12 3:00,0,553,985,0
2020-07-12 4:00,0,303,1070,0
2020-07-12 5:00,0,0,1359,0
2020-07-12 6:00,0,0,1466,0
2020-07-12 7:00,66,0,1879,0
2020-07-12 8:00,50,0,1513,0
2020-07-12 9:00,257,1111,602,0
2020-07-12 10:00,793,1325,15,0
2020-07-12 11:00,1016,1951,0,0
2020-07-12 12:00,974,2780,0,0
2020-07-12 13:00,884,2349,0,0
2020-07-12 14:00,765,1813,149,0
2020-07-12 15:00,537,1413,610,0
2020-07-12 16:00,221,1499,968,0
2020-07-12 17:00,190,0,1738,0
2020-07-12 18:00,229,0,1819,0
2020-07-12 19:00,30,0,1979,0
2020-07-12 20:00,0,0,2186,0
2020-07-12 21:00,22,0,2335,0
2020-07-12 22:00,292,0,1457,0
2020-07-12 23:00,462,921,419,0
2020-07-13 0:00,309,893,34,0
2020-07-13 1:00,9,665,136,0
2020-07-13 2:00,0,0,409,0
2020-07-13 3:00,0,0,942,0
2020-07-13 4:00,0,0,1035,0
2020-07-13 5:00,0,0,952,0
2020-07-13 6:00,0,0,1191,0
2020-07-13 7:00,0,0,1771,0
2020-07-13 8:00,0,0,1717,0
2020-07-13 9:00,0,70,1373,0
2020-07-13 10:00,2,449,951,0
2020-07-13 11:00,132,804,447,0
2020-07-13 12:00,294,0,207,0
2020-07-13 13:00,119,0,495,0
2020-07-13 14:00,0,0,546,0
2020-07-13 15:00,0,0,904,0
2020-07-13 16:00,0,0,1306,0
2020-07-13 17:00,0,0,1844,0
2020-07-13 18:00,0,0,1934,0
2020-07-13 19:00,0,0,1685,0
2020-07-13 20:00,0,0,1076,0
2020-07-13 21:00,0,0,513,0
2020-07-13 22:00,146,0,71,0
2020-07-13 23:00,12,0,0,0
2020-07-14 0:00,0,0,712,0
2020-07-14 1:00,0,0,1166,0
2020-07-14 2:00,0,0,1431,0
2020-07-14 3:00,0,0,1389,0
2020-07-14 4:00,0,0,1388,0
2020-07-14 5:00,0,0,1314,0
2020-07-14 6:00,0,0,1177,0
2020-07-14 7:00,0,0,1690,0
2020-07-14 8:00,0,0,2156,0
2020-07-14 9:00,0,0,2307,0
2020-07-14 10:00,0,0,2259,0
2020-07-14 11:00,0,0,2225,0
2020-07-14 12:00,0,0,1839,0
2020-07-14 13:00,0,0,2074,0
2020-07-14 14:00,0,0,1533,0
2020-07-14 15:00,0,0,1521,0
2020-07-14 16:00,0,0,1413,0
2020-07-14 17:00,0,0,885,0
2020-07-14 18:00,0,0,1169,0
2020-07-14 19:00,0,0,1350,0
2020-07-14 20:00,0,0,1104,0
2020-07-14 21:00,0,0,1263,0
2020-07-14 22:00,0,0,317,0
2020-07-14 23:00,0,0,349,0
2020-07-15 0:00,0,0,478,0
2020-07-15 1:00,0,0,562,0
2020-07-15 2:00,0,0,524,0
2020-07-15 3:00,0,0,725,0
2020-07-15 4:00,0,0,566,0
2020-07-15 5:00,0,0,640,0
2020-07-15 6:00,0,0,730,0
2020-07-15 7:00,0,0,851,0
2020-07-15 8:00,0,0,1095,0
2020-07-15 9:00,0,0,352,0
2020-07-15 10:00,0,0,59,0
2020-07-15 11:00,0,91,93,0
2020-07-15 12:00,0,1155,0,0
2020-07-15 13:00,0,529,0,0
2020-07-15 14:00,0,312,0,0
2020-07-15 15:00,0,0,0,0
2020-07-15 16:00,16,0,0,0
2020-07-15 17:00,0,40,406,0
2020-07-15 18:00,0,0,807,0
2020-07-15 19:00,0,0,930,0
2020-07-15 20:00,0,0,928,0
2020-07-15 21:00,0,0,675,0
2020-07-15 22:00,28,0,302,0
2020-07-15 23:00,0,252,0,0
2020-07-16 0:00,0,0,151,0
2020-07-16 1:00,0,0,828,0
2020-07-16 2:00,0,0,1333,0
2020-07-16 3:00,0,0,1487,0
2020-07-16 4:00,0,0,1451,0
2020-07-16 5:00,0,0,1339,0
2020-07-16 6:00,0,0,1678,0
2020-07-16 7:00,0,0,1944,0
2020-07-16 8:00,0,0,1755,0
2020-07-16 9:00,0,55,1419,0
2020-07-16 10:00,132,0,653,0
2020-07-16 11:00,42,0,158,0
2020-07-16 12:00,192,0,0,1335
2020-07-16 13:00,469,0,0,1554
2020-07-16 14:00,519,10,0,0
2020-07-16 15:00,18,0,0,0
2020-07-16 16:00,0,0,0,0
2020-07-16 17:00,0,26,348,0
2020-07-16 18:00,0,0,796,0
2020-07-16 19:00,0,0,815,0
2020-07-16 20:00,0,0,1123,0
2020-07-16 21:00,0,628,1018,0
2020-07-16 22:00,96,1989,346,0
2020-07-16 23:00,241,2133,0,0
2020-07-17 0:00,0,1468,918,0
2020-07-17 1:00,0,824,1187,0
2020-07-17 2:00,0,174,1670,0
2020-07-17 3:00,0,0,1960,0
2020-07-17 4:00,0,0,2056,0
2020-07-17 5:00,0,0,2082,0
2020-07-17 6:00,0,0,2098,0
2020-07-17 7:00,0,0,1939,0
2020-07-17 8:00,0,0,1307,0
2020-07-17 9:00,0,0,1010,0
2020-07-17 10:00,0,0,703,0
2020-07-17 11:00,0,0,153,0
2020-07-17 12:00,0,0,0,0
2020-07-17 13:00,0,0,0,0
2020-07-17 14:00,0,0,0,0
2020-07-17 15:00,0,0,0,0
2020-07-17 16:00,0,0,0,0
2020-07-17 17:00,0,0,160,0
2020-07-17 18:00,0,0,741,0
2020-07-17 19:00,0,0,1302,0
2020-07-17 20:00,0,2789,1797,0
2020-07-17 21:00,0,3092,1942,0
2020-07-17 22:00,0,3392,1430,0
2020-07-17 23:00,0,2831,947,0
2020-07-18 0:00,0,3958,1300,0
2020-07-18 1:00,0,3588,1710,0
2020-07-18 2:00,0,0,2356,0
2020-07-18 3:00,0,0,2842,0
2020-07-18 4:00,0,0,2904,0
2020-07-18 5:00,0,0,2989,0
2020-07-18 6:00,0,0,3072,0
2020-07-18 7:00,0,0,2629,0
2020-07-18 8:00,0,0,1538,0
2020-07-18 9:00,0,0,636,0
2020-07-18 10:00,0,0,297,0
2020-07-18 11:00,0,0,0,0
2020-07-18 12:00,62,0,0,0
2020-07-18 13:00,0,0,0,0
2020-07-18 14:00,0,0,0,0
2020-07-18 15:00,0,0,0,0
2020-07-18 16:00,0,0,125,0
2020-07-18 17:00,0,118,728,0
2020-07-18 18:00,0,251,965,0
2020-07-18 19:00,0,762,1778,0
2020-07-18 20:00,0,3521,1891,0
2020-07-18 21:00,0,3661,1966,0
2020-07-18 22:00,0,1559,1778,0
2020-07-18 23:00,0,2133,1322,0
2020-07-19 0:00,0,2859,1141,0
2020-07-19 1:00,0,3444,1340,0
2020-07-19 2:00,0,3527,1607,0
2020-07-19 3:00,0,2003,2217,0
2020-07-19 4:00,0,552,2459,0
2020-07-19 5:00,0,0,2561,0
2020-07-19 6:00,0,0,2459,0
2020-07-19 7:00,0,0,2461,0
2020-07-19 8:00,0,0,1857,0
2020-07-19 9:00,0,65,859,0
2020-07-19 10:00,0,585,95,0
2020-07-19 11:00,0,1033,0,0
2020-07-19 12:00,0,2515,0,0
2020-07-19 13:00,14,471,0,0
2020-07-19 14:00,0,0,0,0
2020-07-19 15:00,175,0,0,0
2020-07-19 16:00,223,0,0,0
2020-07-19 17:00,211,0,137,0
2020-07-19 18:00,399,0,1166,0
2020-07-19 19:00,0,0,1284,0
2020-07-19 20:00,0,0,1622,0
2020-07-19 21:00,0,0,1436,0
2020-07-19 22:00,501,0,1153,0
2020-07-19 23:00,27,2536,529,0
2020-07-20 0:00,16,981,553,0
2020-07-20 1:00,0,531,661,0
2020-07-20 2:00,0,41,1325,0
2020-07-20 3:00,0,0,1556,0
2020-07-20 4:00,0,0,1825,0
2020-07-20 5:00,0,0,1552,0
2020-07-20 6:00,0,0,1779,0
2020-07-20 7:00,0,0,1292,0
2020-07-20 8:00,0,0,885,0
2020-07-20 9:00,135,65,36,0
2020-07-20 10:00,485,0,0,0
2020-07-20 11:00,534,0,0,0
2020-07-20 12:00,783,0,0,0
2020-07-20 13:00,657,0,0,0
2020-07-20 14:00,1126,0,0,0
2020-07-20 15:00,1144,0,0,0
2020-07-20 16:00,883,0,0,0
2020-07-20 17:00,487,1702,0,0
2020-07-20 18:00,211,1759,151,0
2020-07-20 19:00,238,74,876,0
2020-07-20 20:00,151,0,1729,0
2020-07-20 21:00,0,0,1554,0
2020-07-20 22:00,204,1210,1281,0
2020-07-20 23:00,396,2323,377,0
2020-07-21 0:00,0,1202,463,0
2020-07-21 1:00,0,567,579,0
2020-07-21 2:00,0,1046,997,0
2020-07-21 3:00,0,256,1258,0
2020-07-21 4:00,0,23,1447,0
2020-07-21 5:00,0,0,1038,0
2020-07-21 6:00,0,0,1088,0
2020-07-21 7:00,0,0,980,0
2020-07-21 8:00,0,0,194,0
2020-07-21 9:00,0,0,0,0
2020-07-21 10:00,148,0,0,0
2020-07-21 11:00,373,0,0,0
2020-07-21 12:00,388,0,0,0
2020-07-21 13:00,38,0,0,0
2020-07-21 14:00,53,0,0,0
2020-07-21 15:00,0,0,0,0
2020-07-21 16:00,103,0,0,0
2020-07-21 17:00,158,0,0,0
2020-07-21 18:00,55,0,81,0
2020-07-21 19:00,0,0,1026,0
2020-07-21 20:00,0,0,1458,0
2020-07-21 21:00,0,0,1325,0
2020-07-21 22:00,3,0,983,0
2020-07-21 23:00,0,2310,239,0
2020-07-22 0:00,0,449,527,0
2020-07-22 1:00,0,318,810,0
2020-07-22 2:00,0,638,924,0
2020-07-22 3:00,0,27,1324,0
2020-07-22 4:00,0,3,1564,0
2020-07-22 5:00,0,72,1258,0
2020-07-22 6:00,0,0,1649,0
2020-07-22 7:00,0,0,1933,0
2020-07-22 8:00,0,0,838,0
2020-07-22 9:00,0,1226,0,0
2020-07-22 10:00,253,441,0,0
2020-07-22 11:00,307,0,0,0
2020-07-22 12:00,520,1077,0,0
2020-07-22 13:00,738,0,0,0
2020-07-22 14:00,965,0,0,0
2020-07-22 15:00,416,779,0,0
2020-07-22 16:00,777,0,0,0
2020-07-22 17:00,256,101,0,0
2020-07-22 18:00,56,0,225,0
2020-07-22 19:00,0,0,774,0
2020-07-22 20:00,0,0,1280,0
2020-07-22 21:00,0,387,1011,0
2020-07-22 22:00,0,2299,499,0
2020-07-22 23:00,0,1480,341,0
2020-07-23 0:00,0,4,962,0
2020-07-23 1:00,0,0,1196,0
2020-07-23 2:00,0,118,1756,0
2020-07-23 3:00,0,0,2126,0
2020-07-23 4:00,0,0,2406,0
2020-07-23 5:00,0,0,1968,0
2020-07-23 6:00,0,0,2293,0
2020-07-23 7:00,0,0,2066,0
2020-07-23 8:00,0,0,1183,0
2020-07-23 9:00,0,1405,180,0
2020-07-23 10:00,0,709,0,0
2020-07-23 11:00,0,0,0,0
2020-07-23 12:00,0,0,0,0
2020-07-23 13:00,0,0,0,0
2020-07-23 14:00,128,0,0,0
2020-07-23 15:00,0,0,0,0
2020-07-23 16:00,0,0,0,0
2020-07-23 17:00,0,0,405,0
2020-07-23 18:00,0,0,1076,0
2020-07-23 19:00,0,0,1043,0
2020-07-23 20:00,0,0,1120,0
2020-07-23 21:00,0,0,1027,0
2020-07-23 22:00,0,0,530,0
2020-07-23 23:00,0,0,20,0
2020-07-24 0:00,0,0,846,0
2020-07-24 1:00,0,0,1043,0
2020-07-24 2:00,0,0,1048,0
2020-07-24 3:00,0,0,1312,0
2020-07-24 4:00,0,0,1406,0
2020-07-24 5:00,0,0,1283,0
2020-07-24 6:00,0,0,1290,0
2020-07-24 7:00,0,0,812,0
2020-07-24 8:00,0,0,691,0
2020-07-24 9:00,0,242,305,0
2020-07-24 10:00,22,888,0,0
2020-07-24 11:00,40,1820,68,0
2020-07-24 12:00,3,2329,0,0
2020-07-24 13:00,0,2323,100,0
2020-07-24 14:00,0,1963,503,0
2020-07-24 15:00,0,34,1091,0
2020-07-24 16:00,0,225,1684,0
2020-07-24 17:00,0,1170,2354,0
2020-07-24 18:00,0,1774,2367,0
2020-07-24 19:00,0,2122,2151,0
2020-07-24 20:00,0,2530,1680,0
2020-07-24 21:00,0,2469,1177,0
2020-07-24 22:00,31,3272,320,0
2020-07-24 23:00,194,2983,0,0
2020-07-25 0:00,0,2182,336,0
2020-07-25 1:00,0,2486,716,0
2020-07-25 2:00,0,2796,906,0
2020-07-25 3:00,0,38,1723,0
2020-07-25 4:00,0,810,2038,0
2020-07-25 5:00,0,879,2013,0
2020-07-25 6:00,0,2646,1725,0
2020-07-25 7:00,0,422,1543,0
2020-07-25 8:00,0,497,1253,0
2020-07-25 9:00,0,0,742,0
2020-07-25 10:00,0,0,221,0
2020-07-25 11:00,0,0,29,0
2020-07-25 12:00,0,0,33,0
2020-07-25 13:00,0,0,389,0
2020-07-25 14:00,0,0,694,0
2020-07-25 15:00,0,0,1523,0
2020-07-25 16:00,0,0,1939,0
2020-07-25 17:00,0,0,1827,0
2020-07-25 18:00,0,123,1996,0
2020-07-25 19:00,0,977,2316,0
2020-07-25 20:00,0,1904,2396,0
2020-07-25 21:00,0,2029,2413,0
2020-07-25 22:00,0,1500,2181,0
2020-07-25 23:00,0,2275,1172,0
2020-07-26 0:00,0,2019,1315,0
2020-07-26 1:00,0,2618,1479,0
2020-07-26 2:00,0,1472,1951,0
2020-07-26 3:00,0,0,2241,0
2020-07-26 4:00,0,0,2343,0
2020-07-26 5:00,0,0,2121,0
2020-07-26 6:00,0,0,2322,0
2020-07-26 7:00,0,0,2360,0
2020-07-26 8:00,0,0,1672,0
2020-07-26 9:00,0,75,1200,0
2020-07-26 10:00,76,0,548,0
2020-07-26 11:00,160,139,277,0
2020-07-26 12:00,308,50,20,0
2020-07-26 13:00,101,0,142,0
2020-07-26 14:00,0,0,183,0
2020-07-26 15:00,0,0,402,0
2020-07-26 16:00,0,0,839,0
2020-07-26 17:00,0,0,1573,0
2020-07-26 18:00,0,0,1997,0
2020-07-26 19:00,0,0,2101,0
2020-07-26 20:00,0,0,2219,0
2020-07-26 21:00,0,41,1993,0
2020-07-26 22:00,0,1222,1559,0
2020-07-26 23:00,0,1014,759,0
2020-07-27 0:00,0,92,923,0
2020-07-27 1:00,0,214,983,0
2020-07-27 2:00,0,0,1159,0
2020-07-27 3:00,0,0,2010,0
2020-07-27 4:00,0,0,2110,0
2020-07-27 5:00,0,0,1332,0
2020-07-27 6:00,0,0,1451,0
2020-07-27 7:00,0,0,1577,0
2020-07-27 8:00,0,0,742,0
2020-07-27 9:00,108,0,0,0
2020-07-27 10:00,534,0,0,0
2020-07-27 11:00,491,98,0,0
2020-07-27 12:00,790,0,0,0
2020-07-27 13:00,494,49,0,0
2020-07-27 14:00,216,0,0,0
2020-07-27 15:00,74,0,0,0
2020-07-27 16:00,0,0,525,0
2020-07-27 17:00,0,0,2320,0
2020-07-27 18:00,0,0,2483,0
2020-07-27 19:00,0,0,2072,0
2020-07-27 20:00,0,0,1895,0
2020-07-27 21:00,0,0,1829,0
2020-07-27 22:00,0,0,811,0
2020-07-27 23:00,0,0,168,0
2020-07-28 0:00,0,0,745,0
2020-07-28 1:00,0,0,1001,0
2020-07-28 2:00,0,0,1435,0
2020-07-28 3:00,0,0,1420,0
2020-07-28 4:00,0,0,1343,0
2020-07-28 5:00,0,0,780,0
2020-07-28 6:00,0,0,656,0
2020-07-28 7:00,0,0,52,0
2020-07-28 8:00,0,0,0,0
2020-07-28 9:00,0,0,0,0
2020-07-28 10:00,0,0,0,0
2020-07-28 11:00,0,0,0,0
2020-07-28 12:00,0,0,0,0
2020-07-28 13:00,0,0,0,0
2020-07-28 14:00,0,0,0,0
2020-07-28 15:00,0,0,0,0
2020-07-28 16:00,0,0,0,0
2020-07-28 17:00,0,0,0,0
2020-07-28 18:00,0,0,0,0
2020-07-28 19:00,0,0,0,0
2020-07-28 20:00,0,0,2,0
2020-07-28 21:00,0,0,0,0
2020-07-28 22:00,0,0,0,0
2020-07-28 23:00,0,0,0,0
2020-07-29 0:00,0,0,0,0
2020-07-29 1:00,0,0,0,0
2020-07-29 2:00,0,0,62,0
2020-07-29 3:00,0,0,239,0
2020-07-29 4:00,0,0,96,0
2020-07-29 5:00,0,0,0,0
2020-07-29 6:00,0,0,0,0
2020-07-29 7:00,0,0,0,0
2020-07-29 8:00,0,0,0,0
2020-07-29 9:00,0,0,0,0
2020-07-29 10:00,0,0,0,0
2020-07-29 11:00,18,0,0,0
2020-07-29 12:00,437,0,0,0
2020-07-29 13:00,142,0,0,0
2020-07-29 14:00,105,0,0,0
2020-07-29 15:00,0,0,0,0
2020-07-29 16:00,0,0,0,0
2020-07-29 17:00,80,0,0,0
2020-07-29 18:00,249,0,0,0
2020-07-29 19:00,18,0,0,0
2020-07-29 20:00,0,579,0,0
2020-07-29 21:00,0,0,68,0
2020-07-29 22:00,0,0,112,0
2020-07-29 23:00,0,1403,0,0
2020-07-30 0:00,0,927,0,0
2020-07-30 1:00,0,0,33,0
2020-07-30 2:00,0,0,395,0
2020-07-30 3:00,0,0,959,0
2020-07-30 4:00,0,0,1466,0
2020-07-30 5:00,0,0,1418,0
2020-07-30 6:00,0,0,1602,0
2020-07-30 7:00,0,0,1969,0
2020-07-30 8:00,0,0,1523,0
2020-07-30 9:00,0,0,797,0
2020-07-30 10:00,0,0,148,0
2020-07-30 11:00,0,0,417,0
2020-07-30 12:00,0,0,375,0
2020-07-30 13:00,0,0,947,0
2020-07-30 14:00,0,0,1077,0
2020-07-30 15:00,0,0,1114,0
2020-07-30 16:00,0,0,1143,0
2020-07-30 17:00,0,0,1084,0
2020-07-30 18:00,0,0,1160,0
2020-07-30 19:00,0,0,755,0
2020-07-30 20:00,0,0,956,0
2020-07-30 21:00,0,0,630,0
2020-07-30 22:00,0,0,368,0
2020-07-30 23:00,0,0,51,0
2020-07-31 0:00,0,0,0,0
2020-07-31 1:00,0,0,0,0
2020-07-31 2:00,0,0,0,0
2020-07-31 3:00,0,0,0,0
2020-07-31 4:00,0,0,0,0
2020-07-31 5:00,0,0,0,0
2020-07-31 6:00,0,0,0,0
2020-07-31 7:00,0,0,0,0
2020-07-31 8:00,0,0,0,0
2020-07-31 9:00,0,858,0,0
2020-07-31 10:00,0,3236,0,0
2020-07-31 11:00,0,2986,0,0
2020-07-31 12:00,0,2521,0,0
2020-07-31 13:00,0,1339,0,0
2020-07-31 14:00,0,1130,0,0
2020-07-31 15:00,0,629,0,0
2020-07-31 16:00,0,96,0,0
2020-07-31 17:00,0,1645,0,0
2020-07-31 18:00,0,0,841,0
2020-07-31 19:00,0,0,1429,0
2020-07-31 20:00,0,1428,1687,0
2020-07-31 21:00,0,88,1381,0
2020-07-31 22:00,0,293,939,0
2020-07-31 23:00,0,723,546,0
2020-08-01 0:00,0,3110,921,0
2020-08-01 1:00,0,2824,1299,0
2020-08-01 2:00,0,0,1469,0
2020-08-01 3:00,0,0,2088,0
2020-08-01 4:00,0,0,2384,0
2020-08-01 5:00,0,0,2659,0
2020-08-01 6:00,0,0,2803,0
2020-08-01 7:00,0,0,2425,0
2020-08-01 8:00,0,0,2211,0
2020-08-01 9:00,0,0,1861,0
2020-08-01 10:00,0,0,1610,0
2020-08-01 11:00,0,0,1619,0
2020-08-01 12:00,0,0,1230,0
2020-08-01 13:00,0,0,1509,0
2020-08-01 14:00,0,0,1586,0
2020-08-01 15:00,0,0,1652,0
2020-08-01 16:00,0,0,1737,0
2020-08-01 17:00,0,0,2149,0
2020-08-01 18:00,0,0,2184,0
2020-08-01 19:00,0,917,1457,0
2020-08-01 20:00,0,2267,1258,0
2020-08-01 21:00,0,3610,963,0
2020-08-01 22:00,0,864,477,0
2020-08-01 23:00,0,1748,22,0
2020-08-02 0:00,0,3648,709,0
2020-08-02 1:00,0,3805,718,0
2020-08-02 2:00,0,3167,1128,0
2020-08-02 3:00,0,3601,1537,0
2020-08-02 4:00,0,3362,1549,0
2020-08-02 5:00,0,3277,926,0
2020-08-02 6:00,0,0,1781,0
2020-08-02 7:00,0,1026,1457,0
2020-08-02 8:00,0,515,1059,0
2020-08-02 9:00,62,1383,441,0
2020-08-02 10:00,354,1400,29,0
2020-08-02 11:00,647,1842,0,0
2020-08-02 12:00,727,2452,0,0
2020-08-02 13:00,308,1276,0,0
2020-08-02 14:00,65,2479,0,0
2020-08-02 15:00,9,1040,0,0
2020-08-02 16:00,0,1057,39,0
2020-08-02 17:00,0,1439,460,0
2020-08-02 18:00,0,1121,776,0
2020-08-02 19:00,0,0,1130,0
2020-08-02 20:00,0,131,1278,0
2020-08-02 21:00,0,592,1405,0
2020-08-02 22:00,0,2753,1203,0
2020-08-02 23:00,0,2595,809,0
2020-08-03 0:00,0,1518,1165,0
2020-08-03 1:00,0,1237,1295,0
2020-08-03 2:00,0,1244,1465,0
2020-08-03 3:00,0,962,1623,0
2020-08-03 4:00,0,0,1706,0
2020-08-03 5:00,0,0,1702,0
2020-08-03 6:00,0,0,1855,0
2020-08-03 7:00,0,0,1703,0
2020-08-03 8:00,0,0,1306,0
2020-08-03 9:00,0,1221,462,0
2020-08-03 10:00,0,477,352,0
2020-08-03 11:00,0,8,57,0
2020-08-03 12:00,0,1157,0,0
2020-08-03 13:00,0,105,21,0
2020-08-03 14:00,0,0,0,0
2020-08-03 15:00,0,0,253,0
2020-08-03 16:00,0,0,758,0
2020-08-03 17:00,0,0,1233,0
2020-08-03 18:00,0,0,1419,0
2020-08-03 19:00,0,0,1548,0
2020-08-03 20:00,0,0,1498,0
2020-08-03 21:00,0,0,1171,0
2020-08-03 22:00,0,1210,1088,0
2020-08-03 23:00,227,187,491,0
2020-08-04 0:00,0,1108,747,0
2020-08-04 1:00,0,1190,1024,0
2020-08-04 2:00,0,794,1279,0
2020-08-04 3:00,0,0,1673,0
2020-08-04 4:00,0,0,1970,0
2020-08-04 5:00,0,0,2126,0
2020-08-04 6:00,0,0,2156,0
2020-08-04 7:00,0,0,1878,0
2020-08-04 8:00,0,0,1570,0
2020-08-04 9:00,0,0,1037,0
2020-08-04 10:00,0,0,232,0
2020-08-04 11:00,18,0,0,0
2020-08-04 12:00,0,0,0,0
2020-08-04 13:00,0,0,0,0
2020-08-04 14:00,0,0,15,0
2020-08-04 15:00,0,0,967,0
2020-08-04 16:00,0,0,1544,0
2020-08-04 17:00,0,464,1792,0
2020-08-04 18:00,0,42,2376,0
2020-08-04 19:00,0,0,1863,0
2020-08-04 20:00,0,0,2127,0
2020-08-04 21:00,0,0,2133,0
2020-08-04 22:00,0,181,1863,0
2020-08-04 23:00,0,1155,1354,0
2020-08-05 0:00,0,1060,1490,0
2020-08-05 1:00,0,1298,1668,0
2020-08-05 2:00,0,474,1613,0
2020-08-05 3:00,0,0,1853,0
2020-08-05 4:00,0,0,1850,0
2020-08-05 5:00,0,0,1795,0
2020-08-05 6:00,0,0,1809,0
2020-08-05 7:00,0,0,1908,0
2020-08-05 8:00,0,0,1914,0
2020-08-05 9:00,0,0,1722,0
2020-08-05 10:00,7,0,600,0
2020-08-05 11:00,155,0,216,0
2020-08-05 12:00,231,0,0,0
2020-08-05 13:00,0,0,336,0
2020-08-05 14:00,0,0,507,0
2020-08-05 15:00,0,0,804,0
2020-08-05 16:00,0,0,1227,0
2020-08-05 17:00,0,0,1513,0
2020-08-05 18:00,0,0,1719,0
2020-08-05 19:00,0,0,1966,0
2020-08-05 20:00,0,0,1964,0
2020-08-05 21:00,0,0,1837,0
2020-08-05 22:00,0,774,689,0
2020-08-05 23:00,0,0,72,0
2020-08-06 0:00,0,0,499,0
2020-08-06 1:00,0,0,79,0
2020-08-06 2:00,0,0,0,0
2020-08-06 3:00,0,0,0,0
2020-08-06 4:00,0,0,207,0
2020-08-06 5:00,0,0,344,0
2020-08-06 6:00,0,0,0,0
2020-08-06 7:00,0,0,432,0
2020-08-06 8:00,0,122,409,0
2020-08-06 9:00,0,0,0,0
2020-08-06 10:00,0,0,0,0
2020-08-06 11:00,0,0,0,0
2020-08-06 12:00,0,0,0,0
2020-08-06 13:00,0,0,0,0
2020-08-06 14:00,0,0,0,0
2020-08-06 15:00,0,0,0,0
2020-08-06 16:00,0,100,0,0
2020-08-06 17:00,0,0,0,0
2020-08-06 18:00,0,0,0,0
2020-08-06 19:00,0,0,0,0
2020-08-06 20:00,0,0,0,0
2020-08-06 21:00,0,0,0,0
2020-08-06 22:00,0,485,0,0
2020-08-06 23:00,0,2650,0,0
2020-08-07 0:00,0,30,0,0
2020-08-07 1:00,0,0,0,0
2020-08-07 2:00,0,0,0,0
2020-08-07 3:00,0,0,0,0
2020-08-07 4:00,0,0,202,0
2020-08-07 5:00,0,0,44,0
2020-08-07 6:00,0,0,307,0
2020-08-07 7:00,0,0,317,0
2020-08-07 8:00,0,0,71,0
2020-08-07 9:00,0,0,0,0
2020-08-07 10:00,0,0,0,0
2020-08-07 11:00,0,0,0,0
2020-08-07 12:00,0,0,0,0
2020-08-07 13:00,0,0,0,0
2020-08-07 14:00,0,0,0,0
2020-08-07 15:00,0,0,0,0
2020-08-07 16:00,0,0,164,0
2020-08-07 17:00,0,0,493,0
2020-08-07 18:00,0,0,426,0
2020-08-07 19:00,0,0,355,0
2020-08-07 20:00,0,0,67,0
2020-08-07 21:00,0,1465,86,0
2020-08-07 22:00,0,0,0,0
2020-08-07 23:00,0,0,0,0
2020-08-08 0:00,0,0,0,0
2020-08-08 1:00,0,0,0,0
2020-08-08 2:00,0,0,0,0
2020-08-08 3:00,0,828,0,0
2020-08-08 4:00,0,485,0,0
2020-08-08 5:00,0,650,0,0
2020-08-08 6:00,0,968,0,0
2020-08-08 7:00,0,902,0,0
2020-08-08 8:00,0,0,0,0
2020-08-08 9:00,0,0,0,0
2020-08-08 10:00,0,24,0,0
2020-08-08 11:00,0,0,0,0
2020-08-08 12:00,180,0,0,0
2020-08-08 13:00,0,0,0,0
2020-08-08 14:00,0,0,0,0
2020-08-08 15:00,0,0,0,0
2020-08-08 16:00,0,7,0,0
2020-08-08 17:00,0,400,0,0
2020-08-08 18:00,0,456,0,0
2020-08-08 19:00,0,0,0,0
2020-08-08 20:00,0,0,0,0
2020-08-08 21:00,0,0,0,0
2020-08-08 22:00,0,0,0,0
2020-08-08 23:00,0,966,0,0
2020-08-09 0:00,0,0,0,0
2020-08-09 1:00,0,0,0,0
2020-08-09 2:00,0,0,215,0
2020-08-09 3:00,0,0,870,0
2020-08-09 4:00,0,0,1237,0
2020-08-09 5:00,0,0,1238,0
2020-08-09 6:00,0,0,1448,0
2020-08-09 7:00,0,0,1467,0
2020-08-09 8:00,0,0,989,0
2020-08-09 9:00,0,1303,390,0
2020-08-09 10:00,0,1411,197,0
2020-08-09 11:00,0,0,112,0
2020-08-09 12:00,0,212,0,0
2020-08-09 13:00,0,446,0,0
2020-08-09 14:00,0,0,14,0
2020-08-09 15:00,0,0,102,0
2020-08-09 16:00,0,0,301,0
2020-08-09 17:00,0,0,328,0
2020-08-09 18:00,0,0,408,0
2020-08-09 19:00,0,0,229,0
2020-08-09 20:00,0,0,515,0
2020-08-09 21:00,0,233,191,0
2020-08-09 22:00,38,634,0,0
2020-08-09 23:00,36,248,0,0
2020-08-10 0:00,0,175,23,0
2020-08-10 1:00,0,0,247,0
2020-08-10 2:00,0,0,383,0
2020-08-10 3:00,0,0,1260,0
2020-08-10 4:00,0,0,1533,0
2020-08-10 5:00,0,0,1508,0
2020-08-10 6:00,0,0,1740,0
2020-08-10 7:00,0,0,1990,0
2020-08-10 8:00,0,0,1602,0
2020-08-10 9:00,0,0,1171,0
2020-08-10 10:00,0,868,942,0
2020-08-10 11:00,0,1580,796,0
2020-08-10 12:00,0,1711,265,0
2020-08-10 13:00,118,990,582,0
2020-08-10 14:00,92,1534,664,0
2020-08-10 15:00,0,1041,865,0
2020-08-10 16:00,0,226,911,0
2020-08-10 17:00,0,308,1453,0
