,Syral Aalst GT,Syral Aalst ST,AALTER TJ,AMERCOEUR 1R GT,AMERCOEUR 1R ST_cur,EDF Luminus Angleur GT41,EDF Luminus Angleur GT42,EDF Luminus Angleur GT31,EDF Luminus Angleur GT32,AWIRS 4,BEERSE TJ,Beveren 2 Indaver,Beveren Ineos Phenol Chem,Beveren Sleco,Biostoom Oostende,CIERREUX TJ,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,Euro-Silo,Greenpower Oostende,EDF Luminus Ham GT31,EDF Luminus Ham GT32,EDF Luminus Ham STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,Ipalle Thumaide,Beveren 3 Indaver,INESCO GT1,INESCO GT2,INESCO ST,Intradel Herstal IS,IVBO,IZEGEM,Jemeppe-sur-Sambre GT1,Jemeppe-sur-Sambre GT2,Jemeppe-sur-Sambre ST,Sappi Lanaken GT,STORA LANGERBRUGGE WKK1,STORA LANGERBRUGGE WKK2,Lillo Degussa GT1,Lillo Degussa GT2,Lillo Degussa ST,Marcinelle Energie TGV,Oorderen Bayer,Monsanto Lillo WKK EBL,EDF Luminus Ringvaart STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,EDF Luminus Seraing TGV,TAMINCO Gent WKK,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,T-Power,Vilvoorde GT,Vilvoorde ST,Wilmarsdonk Total GT1,Wilmarsdonk Total GT2,Wilmarsdonk Total GT3,Zandvliet Power,Zedelgem TJ,Fluxys LNG Zeebrugge WKK,Zeebrugge TJ,Zelzate 2 Knippegroen,Zelzate TJ,Zwijndrecht Lanxess GT,Zwijndrecht Lanxess ST,ISVAG,NOORDSCHOTE TJ,SCHAERBEEK SIOMAB ST1,SCHAERBEEK SIOMAB ST2,SCHAERBEEK SIOMAB ST3,Biomassa Oostende,TURBOJET VOLTA,Borealis Kallo Cogen GT_ST,E-wood,Wind OnS,Wind OffS,Solar,Ampsin-Neuville,Ardenne,Floriffoux,Grand-Malades,Ivoz-Ramet,Lieze,Monsin,Rotselaar Molen Van Doren,Overijse Bovenslagrad IJse
2020-06-17 23:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016,0.1299,0,0.283269432,0.283269432,0.283269432,0.283269432,0.283269432,0.283269432,0.283269432,0.026415094,0.283269432
2020-06-18 0:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0061,0.1205,0,0.275664883,0.275664883,0.275664883,0.275664883,0.275664883,0.275664883,0.275664883,0.037264151,0.275664883
2020-06-18 1:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0049,0.1025,0,0.275664883,0.275664883,0.275664883,0.275664883,0.275664883,0.275664883,0.275664883,0.05,0.275664883
2020-06-18 2:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0156,0.0809,0,0.288972843,0.288972843,0.288972843,0.288972843,0.288972843,0.288972843,0.288972843,0.075471698,0.288972843
2020-06-18 3:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0478,0.068,0,0.300379666,0.300379666,0.300379666,0.300379666,0.300379666,0.300379666,0.300379666,0.111320755,0.300379666
2020-06-18 4:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1012,0.054,0.029,0.30418194,0.30418194,0.30418194,0.30418194,0.30418194,0.30418194,0.30418194,0.143396226,0.30418194
2020-06-18 5:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1514,0.0422,0.09,0.306083077,0.306083077,0.306083077,0.306083077,0.306083077,0.306083077,0.306083077,0.164150943,0.306083077
2020-06-18 6:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1857,0.0561,0.164,0.306083077,0.306083077,0.306083077,0.306083077,0.306083077,0.306083077,0.306083077,0.176886792,0.306083077
2020-06-18 7:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2059,0.0858,0.267,0.292775117,0.292775117,0.292775117,0.292775117,0.292775117,0.292775117,0.292775117,0.186320755,0.292775117
2020-06-18 8:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2334,0.1336,0.365,0.279467157,0.279467157,0.279467157,0.279467157,0.279467157,0.279467157,0.279467157,0.195754717,0.279467157
2020-06-18 9:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2827,0.1886,0.417,0.268060335,0.268060335,0.268060335,0.268060335,0.268060335,0.268060335,0.268060335,0.205660377,0.268060335
2020-06-18 10:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3131,0.2364,0.447,0.256653512,0.256653512,0.256653512,0.256653512,0.256653512,0.256653512,0.256653512,0.214622642,0.256653512
2020-06-18 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3342,0.2648,0.401,0.243345552,0.243345552,0.243345552,0.243345552,0.243345552,0.243345552,0.243345552,0.222169811,0.243345552
2020-06-18 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3404,0.2746,0.381,0.237642141,0.237642141,0.237642141,0.237642141,0.237642141,0.237642141,0.237642141,0.226886792,0.237642141
2020-06-18 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3144,0.2741,0.367,0.231938729,0.231938729,0.231938729,0.231938729,0.231938729,0.231938729,0.231938729,0.227358491,0.231938729
2020-06-18 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2777,0.2692,0.361,0.228136455,0.228136455,0.228136455,0.228136455,0.228136455,0.228136455,0.228136455,0.225943396,0.228136455
2020-06-18 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2639,0.2625,0.297,0.226235318,0.226235318,0.226235318,0.226235318,0.226235318,0.226235318,0.226235318,0.221698113,0.226235318
2020-06-18 16:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2622,0.2614,0.278,0.220531907,0.220531907,0.220531907,0.220531907,0.220531907,0.220531907,0.220531907,0.216037736,0.220531907
2020-06-18 17:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2639,0.2448,0.171,0.216729632,0.216729632,0.216729632,0.216729632,0.216729632,0.216729632,0.216729632,0.208962264,0.216729632
2020-06-18 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2535,0.1981,0.074,0.216729632,0.216729632,0.216729632,0.216729632,0.216729632,0.216729632,0.216729632,0.201415094,0.216729632
2020-06-18 19:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2419,0.1779,0.007,0.214828495,0.214828495,0.214828495,0.214828495,0.214828495,0.214828495,0.214828495,0.191981132,0.214828495
2020-06-18 20:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.219,0.1704,0,0.211026221,0.211026221,0.211026221,0.211026221,0.211026221,0.211026221,0.211026221,0.18254717,0.211026221
2020-06-18 21:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1886,0.1541,0,0.20532281,0.20532281,0.20532281,0.20532281,0.20532281,0.20532281,0.20532281,0.172169811,0.20532281
2020-06-18 22:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1636,0.1421,0,0.199619398,0.199619398,0.199619398,0.199619398,0.199619398,0.199619398,0.199619398,0.161792453,0.199619398
2020-06-18 23:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1508,0.1315,0,0.195817124,0.195817124,0.195817124,0.195817124,0.195817124,0.195817124,0.195817124,0.150943396,0.195817124
2020-06-19 0:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1522,0.1343,0,0.19201485,0.19201485,0.19201485,0.19201485,0.19201485,0.19201485,0.19201485,0.139622642,0.19201485
2020-06-19 1:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142,0.1392,0,0.184600415,0.184600415,0.184600415,0.184600415,0.184600415,0.184600415,0.184600415,0.126886792,0.184600415
2020-06-19 2:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1175,0.1363,0,0.180417913,0.180417913,0.180417913,0.180417913,0.180417913,0.180417913,0.180417913,0.112264151,0.180417913
2020-06-19 3:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0863,0.124,0,0.175284843,0.175284843,0.175284843,0.175284843,0.175284843,0.175284843,0.175284843,0.096698113,0.175284843
2020-06-19 4:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0509,0.093,0.021,0.170532,0.170532,0.170532,0.170532,0.170532,0.170532,0.170532,0.080188679,0.170532
2020-06-19 5:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0229,0.0652,0.081,0.167109953,0.167109953,0.167109953,0.167109953,0.167109953,0.167109953,0.167109953,0.065566038,0.167109953
2020-06-19 6:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.0701,0.158,0.164448361,0.164448361,0.164448361,0.164448361,0.164448361,0.164448361,0.164448361,0.053773585,0.164448361
2020-06-19 7:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0047,0.0661,0.265,0.16235711,0.16235711,0.16235711,0.16235711,0.16235711,0.16235711,0.16235711,0.045754717,0.16235711
2020-06-19 8:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0055,0.0649,0.38,0.160075746,0.160075746,0.160075746,0.160075746,0.160075746,0.160075746,0.160075746,0.04009434,0.160075746
2020-06-19 9:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0158,0.0593,0.484,0.159315291,0.159315291,0.159315291,0.159315291,0.159315291,0.159315291,0.159315291,0.035849057,0.159315291
2020-06-19 10:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0356,0.0482,0.555,0.157794381,0.157794381,0.157794381,0.157794381,0.157794381,0.157794381,0.157794381,0.03254717,0.157794381
2020-06-19 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0602,0.0376,0.601,0.156463585,0.156463585,0.156463585,0.156463585,0.156463585,0.156463585,0.156463585,0.030660377,0.156463585
2020-06-19 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0934,0.0327,0.6,0.155513017,0.155513017,0.155513017,0.155513017,0.155513017,0.155513017,0.155513017,0.029716981,0.155513017
2020-06-19 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1409,0.0363,0.58,0.156463585,0.156463585,0.156463585,0.156463585,0.156463585,0.156463585,0.156463585,0.028773585,0.156463585
2020-06-19 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1965,0.0417,0.489,0.156843813,0.156843813,0.156843813,0.156843813,0.156843813,0.156843813,0.156843813,0.028773585,0.156843813
2020-06-19 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2551,0.0465,0.394,0.157794381,0.157794381,0.157794381,0.157794381,0.157794381,0.157794381,0.157794381,0.028301887,0.157794381
2020-06-19 16:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2971,0.0479,0.253,0.157414154,0.157414154,0.157414154,0.157414154,0.157414154,0.157414154,0.157414154,0.027830189,0.157414154
2020-06-19 17:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3296,0.0448,0.15,0.156653699,0.156653699,0.156653699,0.156653699,0.156653699,0.156653699,0.156653699,0.025943396,0.156653699
2020-06-19 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3323,0.0453,0.065,0.155513017,0.155513017,0.155513017,0.155513017,0.155513017,0.155513017,0.155513017,0.022169811,0.155513017
2020-06-19 19:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3433,0.0663,0.007,0.155132789,0.155132789,0.155132789,0.155132789,0.155132789,0.155132789,0.155132789,0.01745283,0.155132789
2020-06-19 20:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3839,0.1044,0,0.153041539,0.153041539,0.153041539,0.153041539,0.153041539,0.153041539,0.153041539,0.013207547,0.153041539
2020-06-19 21:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3949,0.145,0,0.152661311,0.152661311,0.152661311,0.152661311,0.152661311,0.152661311,0.152661311,0.00990566,0.152661311
2020-06-19 22:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.458,0.1969,0,0.151710743,0.151710743,0.151710743,0.151710743,0.151710743,0.151710743,0.151710743,0.008018868,0.151710743
2020-06-19 23:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5139,0.2517,0,0.147338127,0.147338127,0.147338127,0.147338127,0.147338127,0.147338127,0.147338127,0.00754717,0.147338127
2020-06-20 0:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5474,0.2882,0,0.142585284,0.142585284,0.142585284,0.142585284,0.142585284,0.142585284,0.142585284,0.007075472,0.142585284
2020-06-20 1:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.536,0.3071,0,0.142965512,0.142965512,0.142965512,0.142965512,0.142965512,0.142965512,0.142965512,0.006603774,0.142965512
